stage,record_id,group_id,label,validation_fold
stage1,rec_f83d59129647d275969b,infant_sha256:3a4de62dca19d5cb872519b330a603f1b2e68f309ddb1be878afaf07f3b8a01b,baby,5
stage1,rec_a18df63203ea8f412f0b,infant_sha256:d33cab38c8d62e9019b9a463fb5c3bac6ec5801bb0fabe7213a25a4dadfb786a,baby,5
stage1,rec_83d386d2bf8c0d85a88c,infant_sha256:539ff6ec6bc741e00794067ca8bb4bdfc7b785e97e79b5c74979a5fa2f589d99,baby,5
stage1,rec_4e0d2d6b7b612f0925cc,infant_sha256:4f7282f37de41a137ddd3c07bcab8f5d45114c421df2ab395170f63d1fdeb42c,baby,5
stage1,rec_ca5f15d2b28002cc6999,infant_sha256:a5cc0c95f7abe6d8f5a3c24f7534b763bb4eb8aa1ec35511b0c4536a932ce4e4,baby,5
stage1,rec_0ce57ae6eac0cad43151,infant_sha256:10148c5ba3b3e9ce48324c94233a6c7f0fb35a922cc204d3e3e11c34b17d9906,baby,5
stage1,rec_55f5a47b5c81789d39ab,infant_sha256:1becf5bccd63bdc11420b398ebe68c0dc1b9afc008e931387790d78e15be5d80,baby,5
stage1,rec_9f49b115ba8fb6511373,infant_sha256:4c496bbdc6c72663432b44486358fea54904c93b3319cbab2cd8156a9fa31c06,baby,5
stage1,rec_a5d71c133a9c179c59f4,infant_sha256:96e70e7f16cf60d5bf49ea2af2ea5357c60eded31c29c9dcdd65f8da5793715c,baby,5
stage1,rec_cb6726cb28084926f6b3,infant_sha256:d3979d2f1ce978a33f13f43b24938447612de0d723752bdb7ac7b322812d60c8,baby,5
stage1,rec_7c095ae02595f894772c,infant_sha256:1f1a991a23b3f153206bd12f4e2bb8c2cb0c56090380f1a8331f8dcabde1092c,baby,5
stage1,rec_951deba6a4c6cfefbda2,infant_sha256:ec87e95449cdceea45da2d5fa49412024554d0e883253ae7597774776b466fcc,baby,5
stage1,rec_f0246309560eec5f1221,infant_sha256:34f3aea45d2705b2104bf83a06dd240d0c10940bdefb85eb27eb268af0b7a688,baby,5
stage1,rec_11c898e8751b3b5ec62f,infant_sha256:c698514d3f418a7a29cd1f8467216fa237b891d30e1455ba94edd403ea7deddb,baby,5
stage1,rec_c644ec26db3f61bd2927,infant_sha256:52798876c117405b5896cedc3b7a23f1d41212d5b00e869b9a0d7c7ddabd2b39,baby,5
stage1,rec_799682d9b3d1dce15dc7,infant_sha256:e57afcd702642b1b435b2241dd4313da21a3b3f1f6e5f10d6433f6cfb28d4642,baby,5
stage1,rec_05a9f456dd74327c3967,infant_sha256:d175301c9784270a84d6dc1c20b95b540bacacf3fab78277009e2c0ed9fa6c9e,baby,5
stage1,rec_af8725fa49b24a73dcd1,infant_sha256:0cf8f22204fd0cc6d43e33cce731359352d7b914de9d2a1df5a17a17e244233d,baby,5
stage1,rec_f15b450af8058c73da84,infant_sha256:2c126724babd07e11e4929ddf38934978b92c8664d60180ce5988915bec50d1f,baby,5
stage1,rec_f5e1b15d65ce873732bc,infant_sha256:6a556a53e981c03965ac39abe7c3cc166b4005ced8bf32f0c6a02c28e2d79aa3,baby,5
stage1,rec_6d9d231d966abe189dcf,infant_sha256:33cbbe4bc948b49c3a0461cba6e16609a8c1df9f63d1e28b6b69e933a0388bb1,baby,5
stage1,rec_f30f5aba8ff73d4d8bb8,infant_sha256:b3d3a98e076d4104df14e8620c2b8449258441a01ad4ad4033012135554a8025,baby,5
stage1,rec_f1512d9f2308ce2edb13,infant_sha256:052020682b964183e4e2e6e4147c3145ead734559d926e41538f0ab1b69f9582,baby,5
stage1,rec_e7a69b40f07f5ababf95,infant_sha256:598fe135a63231080b7c9ad21d26748c0b0cce2bdbbf9e54ae1a08581a58ad83,baby,5
stage1,rec_2084932d77d010ec825f,infant_sha256:9405e9fbcd648eecfe84c31e516f0b64630a367ed4114fb4041fc31fd346fa59,baby,5
stage1,rec_3ff1a9e185a5f94987e5,infant_sha256:29e4a15343e3cd0e4ab9411d7649be890fc7eb330bc1fcbf5bbc69e4c9a032c7,baby,5
stage1,rec_25faca337ecb1263e113,infant_sha256:40d0fd368684da2dcdd6af365d07cbabe0b2a161224433abe1baaf4d572e9704,baby,5
stage1,rec_2e36429433aa062ce6ab,infant_sha256:abe1daa0601bbebc19f8468b67e6186f28becbdbadb1b01cc6b92babb69ba422,baby,5
stage1,rec_5f68d74ee9d2e3363a5b,infant_sha256:5bc61b7b0b4dd14d0db526e6f70717cd2e0909c37e09218c515ad29da8735c7a,baby,5
stage1,rec_a42cda87dfad54e81af0,infant_sha256:9f8c5408c21a1a04104ab488bc844078d15241cc6a62e815042c91db54538d4d,baby,5
stage1,rec_809cdb5395444ae140c5,infant_sha256:7dd6a6d0a076ee4cf0afa73c9afefc3ac27f095ccdff1b56f3eedd40824a9e8a,baby,5
stage1,rec_80ec640800dee9264543,infant_sha256:8f63e4d6faf0b462d69da829bf943a34294458e6cf49925b28baefd70e75ad96,baby,5
stage1,rec_444061c4b1b3637ebd0f,infant_sha256:c38014717fb5d3cb641bcb00830e0fe80f60ba258860dc82ec5ac71fca0d2359,baby,5
stage1,rec_7e95604e128c80eeb3c1,infant_sha256:aca3a9ad5cce2747a5afb5a41af2a8791cf2277c638e3ff2725322dc8c357498,baby,5
stage1,rec_be39dd543fa1dc346bfd,infant_sha256:42862b99bcac9a7b8a3843c0417a34a6aacca2745c8f248a93cc924f3dfba582,baby,5
stage1,rec_594bbc1f38e295987e89,infant_sha256:88bbf5ef0a3aadb0a592c56a0247ec67ca1f10e004a148b704403f66cd7d2a52,baby,5
stage1,rec_a04c546726669877e7f3,infant_sha256:2b646292bcbbaec746f8a30fbc6a8c34607de632da5c8fcdc2c46bba215a8131,baby,5
stage1,rec_bda4e1bc8fb3cf2fe45e,infant_sha256:796356523e729c1cafdd72c86df7ad9335b55817b3b9d59d2fbc8e6884243fa7,baby,5
stage1,rec_8829cfa21961d0e77cab,infant_sha256:43a4446753cfbee9bb66dcf860144629d5dd4ce4a95e3fe8971dab5577a965b1,baby,5
stage1,rec_ab02da40d78c096e65a5,infant_sha256:4808021754c8d9fdb1caa26edfb5493e30580b898438974751609073db0f458d,baby,5
stage1,rec_b95e828869b8020bd53c,infant_sha256:87ca9f79ec38ca0b6d95de729882a447d9d4765066af70151b300fd87cb201a5,baby,5
stage1,rec_8a7ccc3333350595a5ec,infant_sha256:8c22ab21381ed3b4a7e335b32857a4992ac22343a042edf95cdc56c958eceed9,baby,5
stage1,rec_d6daf89e3543d184f03f,infant_sha256:a53ca83f65df06e2d01ac455624b90d64fbb6a49ad2cb626265c3cf8a359fcd9,baby,5
stage1,rec_7197b47f3c0e12057d60,infant_sha256:2f5adfc09cfe2f1184fe167b9a97bdae0da382866f9e8bc7645eea7b9bd92588,baby,5
stage1,rec_b1faaccffc3ade33a6de,infant_sha256:c79a43f303940c667182b92be021b17b5e2df3d6514d51cfe63ba25b1f160d13,baby,5
stage1,rec_5d2c558a7bd0ecc10584,infant_sha256:75e8e5b43aaaa7ef712da95eecefb01d0f60cc7f957a97678ccc1ac44b8cbe4d,baby,5
stage1,rec_2b58e61cd1f7b6392733,infant_sha256:8369ebc4d904e2a276e11444cfb69ddf225b68831028ba638532f6f1a746af32,baby,5
stage1,rec_4d2262592e6d64358eac,infant_sha256:6982d8adb94e86bbaeeb6d79d95a9ec925d0a4fd8ff8ceddc67e87b8680c631a,baby,5
stage1,rec_3dc51fbb1537ccb2f925,infant_sha256:861957f854aa4ec7b07808d7d18d60c1e406254cd0c901e4de6fa3ab79682171,baby,5
stage1,rec_70f517087780892f3d8a,infant_sha256:474128942c9ef3b8910b571b0079be74db3c431354c99cf9057b0aee03f33513,baby,5
stage1,rec_260456113c1d376bbc61,infant_sha256:82c384ccc3466abebb85be31d404df7a25d1663c73498bb46263a7b08546c433,baby,5
stage1,rec_e8a9586413272e49c626,infant_sha256:e87ed97f05407a47ecdf59cda1584809fb5639e604f23b341eb3a52a2b74c848,baby,5
stage1,rec_c65e5c85cd180a5054c4,infant_sha256:1985024f773c668f76eac06ad8cb05766159ecd5ee1533b7ca3d87dcc056b010,baby,5
stage1,rec_2d1882eeef219aa098ff,infant_sha256:01d4f475f496d6702ac267bb107a01882db3323ff2238e4be29a004201d133fa,baby,5
stage1,rec_84d2dc1b33b9549f9b1c,infant_sha256:820434abaf129f4b56e7ab1af8aeb483ac4f5e6822c70c66641271d1aa4f5b4f,baby,5
stage1,rec_82edc1a471951b278042,infant_sha256:e55f114c90e7dd4e27937a2502a057794ca24facec635b8ec852fecf2de3e266,baby,5
stage1,rec_220befadf709127c5056,infant_sha256:4c214e7a30287da1fb948f5adc25c34b0d736c1cf2e44a3d4df7a8c42c472629,baby,5
stage1,rec_a9729ce62273efa330d9,infant_sha256:7e5a8eb42a8e092ff520d4b36b875b504444463549ceec6eb1961896c1904951,baby,5
stage1,rec_21e4eb802981d3244577,infant_sha256:783123616cdb96cd8027bf4e630396e6d36b4e125d3cf07e2a12564d39d21ee0,baby,5
stage1,rec_07e5db55d1ce35b3edde,infant_sha256:9cdcaf3f0fb22cdd1453dec7eee912feb741055f3e43f2e24f288ad615855ef7,baby,5
stage1,rec_e176af9e7c2419458609,infant_sha256:fc0f059127148a8138f5db85d0e0a58e2f0abb61f0a96784fda948744ca05e70,baby,5
stage1,rec_5703f02997bb81f47cf1,esc50_source:103298,not_baby,5
stage1,rec_93d3d4943af415febd1d,esc50_source:115921,not_baby,5
stage1,rec_efe137109d9b61b45b68,esc50_source:116765,not_baby,5
stage1,rec_39d005ad3ea51833f4c7,esc50_source:118559,not_baby,5
stage1,rec_b2d06eb71f679f51831e,esc50_source:119125,not_baby,5
stage1,rec_d11ee7c72d89ffd9c7cd,esc50_source:121951,not_baby,5
stage1,rec_452c28f4cb1f7012d046,esc50_source:15689,not_baby,5
stage1,rec_62bc6a7d72405ea6e70d,esc50_source:15689,not_baby,5
stage1,rec_2911126db3535570750e,esc50_source:16568,not_baby,5
stage1,rec_20a6aec1b11121354f57,esc50_source:17150,not_baby,5
stage1,rec_1813ac377c3df6cdd26d,esc50_source:17295,not_baby,5
stage1,rec_d0545a92a159aa054d2b,esc50_source:17585,not_baby,5
stage1,rec_49cc9c4ac38a423403d8,esc50_source:1791,not_baby,5
stage1,rec_cd363672f68994a5d963,esc50_source:18074,not_baby,5
stage1,rec_35b48f8cddade5c37520,esc50_source:18074,not_baby,5
stage1,rec_134bc7c7c01b8f68fc19,esc50_source:18527,not_baby,5
stage1,rec_755e99a6c6361cbc64db,esc50_source:18527,not_baby,5
stage1,rec_10ba05e69862fd5b9db9,esc50_source:18755,not_baby,5
stage1,rec_0d9f6eb05ad66dd920c8,esc50_source:18755,not_baby,5
stage1,rec_50a2b5489489755504d5,esc50_source:22882,not_baby,5
stage1,rec_891321719c115403cbae,esc50_source:24074,not_baby,5
stage1,rec_ff039db246a0b7ae47f8,esc50_source:24076,not_baby,5
stage1,rec_bbadaa80fbf66b050b46,esc50_source:24796,not_baby,5
stage1,rec_42839f9d6bd598db81dd,esc50_source:26143,not_baby,5
stage1,rec_9431249f46a316f8b6e3,esc50_source:26806,not_baby,5
stage1,rec_aabb49982d6c6e02f428,esc50_source:27405,not_baby,5
stage1,rec_a66944339b8e7bff6b21,esc50_source:30039,not_baby,5
stage1,rec_f7e269e9e4179960f0cf,esc50_source:31251,not_baby,5
stage1,rec_7d6f274103d716e4e0c8,esc50_source:31251,not_baby,5
stage1,rec_f4a4c164dbd3949446dc,esc50_source:31482,not_baby,5
stage1,rec_ded5c267c467888ab66e,esc50_source:31482,not_baby,5
stage1,rec_77a6b5f9e75dfaf65ffc,esc50_source:34497,not_baby,5
stage1,rec_d37823db0e35a837a684,esc50_source:36397,not_baby,5
stage1,rec_28f8305fb3942c071697,esc50_source:39901,not_baby,5
stage1,rec_f4cb71e0749df05339b8,esc50_source:39901,not_baby,5
stage1,rec_e83e034e7cd77ff4b80c,esc50_source:42139,not_baby,5
stage1,rec_9d866cdf810966f71124,esc50_source:45641,not_baby,5
stage1,rec_369f9d1f01c0f9d582ea,esc50_source:46040,not_baby,5
stage1,rec_cbe1140fb563948dc963,esc50_source:49098,not_baby,5
stage1,rec_15012c26f44c90f9f62f,esc50_source:50625,not_baby,5
stage1,rec_ca45227415963b7cf3f2,esc50_source:51036,not_baby,5
stage1,rec_27d555a11ae40747bf0d,esc50_source:51037,not_baby,5
stage1,rec_94fac7aff5acad31c509,esc50_source:52290,not_baby,5
stage1,rec_35e89847b684778f954e,esc50_source:53663,not_baby,5
stage1,rec_2afb401895f99e3352e7,esc50_source:54065,not_baby,5
stage1,rec_ce8e176740ca8d6518a9,esc50_source:54065,not_baby,5
stage1,rec_740be63848ed21611d16,esc50_source:56233,not_baby,5
stage1,rec_b6acf405be92b4ef8113,esc50_source:57795,not_baby,5
stage1,rec_cd4bc6aa4e10b00d1feb,esc50_source:58277,not_baby,5
stage1,rec_4a15a522e6c6844a3cc8,esc50_source:59324,not_baby,5
stage1,rec_17414c9aa36a1dd07389,esc50_source:61212,not_baby,5
stage1,rec_ff6bb3c3b65d4810be68,esc50_source:62509,not_baby,5
stage1,rec_b062e176f67569bd34ab,esc50_source:62850,not_baby,5
stage1,rec_4d13543020977fed31b9,esc50_source:67230,not_baby,5
stage1,rec_9c898f915343fddd874e,esc50_source:69422,not_baby,5
stage1,rec_5c592e293653bfa325f2,esc50_source:69641,not_baby,5
stage1,rec_8e7b7e982e243e9931ab,esc50_source:7456,not_baby,5
stage1,rec_e68f5c1229ec5240bfef,esc50_source:76831,not_baby,5
stage1,rec_ab45e78d0b2652fc2446,esc50_source:76831,not_baby,5
stage1,rec_82165915150ccfb2f5cd,esc50_source:76831,not_baby,5
stage1,rec_d430e9ed55ffb0e26ba1,esc50_source:76831,not_baby,5
stage1,rec_cb8039f0c35900aa48e0,esc50_source:76831,not_baby,5
stage1,rec_cbee6320d198b4fb9d84,esc50_source:7973,not_baby,5
stage1,rec_2e68e455b86fa5fe4073,esc50_source:81851,not_baby,5
stage1,rec_617821da8115bfd52d05,esc50_source:84704,not_baby,5
stage1,rec_d6d9904dea722f1fd294,esc50_source:85909,not_baby,5
stage1,rec_58231b0e791684a57545,esc50_source:90797,not_baby,5
stage1,rec_a3fb9a7583ddc5022b8c,esc50_source:97793,not_baby,5
stage1,rec_8161980d5397639ed1b3,esc50_source:9886,not_baby,5
stage1,rec_bc34b7b10d496f1d9faa,esc50_source:99958,not_baby,5
stage1,rec_324eb06b0fac5102aefb,esc50_source:103424,not_baby,5
stage1,rec_aa287a281b2bc4c4c780,esc50_source:106019,not_baby,5
stage1,rec_d1cd5578dfa09a36b158,esc50_source:109316,not_baby,5
stage1,rec_02d356a9eaf2940a138f,esc50_source:109374,not_baby,5
stage1,rec_8ef9ac48eac0446becb8,esc50_source:117795,not_baby,5
stage1,rec_62fef342d5ee5e11e836,esc50_source:117795,not_baby,5
stage1,rec_42f1b623a44b2d80e9ae,esc50_source:120586,not_baby,5
stage1,rec_6dd23e8dc5064563f2e7,esc50_source:122616,not_baby,5
stage1,rec_f23e6da5c2346150e18f,esc50_source:125821,not_baby,5
stage1,rec_f359a6b3cbea16241d79,esc50_source:127108,not_baby,5
stage1,rec_127a8ea5e945ca8ecf01,esc50_source:131943,not_baby,5
stage1,rec_95f7e24042c3bcc06769,esc50_source:135860,not_baby,5
stage1,rec_674cf9a0ea2179bde844,esc50_source:137162,not_baby,5
stage1,rec_5a1a395979777066356a,esc50_source:139749,not_baby,5
stage1,rec_c047eb31dc3284a1a44c,esc50_source:140841,not_baby,5
stage1,rec_a644051d52ce3c5746e7,esc50_source:141681,not_baby,5
stage1,rec_257e37d3a467ff22abdf,esc50_source:141681,not_baby,5
stage1,rec_9394fdf34f90c0e9a854,esc50_source:153388,not_baby,5
stage1,rec_9731c11fc42186acc7ac,esc50_source:173618,not_baby,5
stage1,rec_f0e47ed442c2509c6360,esc50_source:209474,not_baby,5
stage1,rec_18854ce90285e27a072d,esc50_source:209476,not_baby,5
stage1,rec_8f7c164cf40f22546705,esc50_source:262579,not_baby,5
stage1,rec_7fc883694fea7bb735d9,esc50_source:39945,not_baby,5
stage1,rec_aaee281a9406aff88e12,esc50_source:39945,not_baby,5
stage1,rec_4440d23531a963f987f6,esc50_source:39945,not_baby,5
stage1,rec_e484c237301067e539dc,esc50_source:54961,not_baby,5
stage1,rec_2fd37cdc7237ff79b7c3,esc50_source:60794,not_baby,5
stage1,rec_dba71c5c6bb43564f4f5,esc50_source:65747,not_baby,5
stage1,rec_564bb27a4ed893ddbd39,esc50_source:68391,not_baby,5
stage1,rec_a9cff764d4f94a7c64b6,esc50_source:68391,not_baby,5
stage1,rec_ca22c9a396cfc52318dc,esc50_source:70052,not_baby,5
stage1,rec_e1261ea67c603ad57f7d,esc50_source:70052,not_baby,5
stage1,rec_de293af8239d61f76434,esc50_source:70936,not_baby,5
stage1,rec_e3c08913e3cd75b4943f,esc50_source:72677,not_baby,5
stage1,rec_c62cb438220b7ea7ab27,esc50_source:77347,not_baby,5
stage1,rec_2029d8cffc7aae6aa0de,esc50_source:79769,not_baby,5
stage1,rec_f794b8bd967b068f7b6a,esc50_source:81190,not_baby,5
stage1,rec_8efd6b681f489f6b1f19,esc50_source:82538,not_baby,5
stage1,rec_d2ebda3f686560e1aac5,esc50_source:83667,not_baby,5
stage1,rec_9248e064069a9d52a556,esc50_source:85139,not_baby,5
stage1,rec_bb12b331829256bfe26f,esc50_source:86160,not_baby,5
stage1,rec_45b0c36605031e2aa72b,esc50_source:87795,not_baby,5
stage1,rec_5465fcac54d1b5b27852,esc50_source:92978,not_baby,5
stage1,rec_01cfc9f02a78484100ae,esc50_source:94807,not_baby,5
stage1,rec_a72f5553d82521161cfd,esc50_source:96654,not_baby,5
stage1,rec_f9f68c575f72875cd047,esc50_source:104958,not_baby,5
stage1,rec_08dbc476d593df4ed215,esc50_source:112356,not_baby,5
stage1,rec_0b795aa5a1ed636d7e01,esc50_source:112397,not_baby,5
stage1,rec_61d38e1ca65c8a8a9448,esc50_source:117504,not_baby,5
stage1,rec_06d98a6c33faa0651f42,esc50_source:117504,not_baby,5
stage1,rec_3ac4d3fa32ac4f625c77,esc50_source:118194,not_baby,5
stage1,rec_f6a946eafe3ca574d15f,esc50_source:123224,not_baby,5
stage1,rec_a2d07e7c588c720305a3,esc50_source:124925,not_baby,5
stage1,rec_921d8ebe0a02f30f9dfd,esc50_source:128160,not_baby,5
stage1,rec_5cfa7bf97d685ecd0289,esc50_source:130330,not_baby,5
stage1,rec_524d0848cd33bf821674,esc50_source:131943,not_baby,5
stage1,rec_2c1017297f36ae8683b8,esc50_source:135469,not_baby,5
stage1,rec_7cb13d681ec71e3f8dae,esc50_source:136608,not_baby,5
stage1,rec_bdfdb1a61dafd82ce85f,esc50_source:138114,not_baby,5
stage1,rec_4a9951d62376fa5a7cff,esc50_source:142005,not_baby,5
stage1,rec_702f7727c385eeb14d0e,esc50_source:142593,not_baby,5
stage1,rec_742392e01f58c3b253a8,esc50_source:144028,not_baby,5
stage1,rec_424ecfe99e6f65a66903,esc50_source:146697,not_baby,5
stage1,rec_cec17555f698cd1a7881,esc50_source:146873,not_baby,5
stage1,rec_5107cd61007da9012c44,esc50_source:148932,not_baby,5
stage1,rec_b2f46509cd0f120c56a7,esc50_source:151269,not_baby,5
stage1,rec_e01b72a06132a3f713f5,esc50_source:152912,not_baby,5
stage1,rec_8f20b80e0bb9f840ac80,esc50_source:154758,not_baby,5
stage1,rec_ca5d74694a4eeddd7394,esc50_source:155312,not_baby,5
stage1,rec_5b196ad07e14281a4dd0,esc50_source:155568,not_baby,5
stage1,rec_cbd178808bce3d71590b,esc50_source:155766,not_baby,5
stage1,rec_e6aec1fccb3a8dc93519,esc50_source:156393,not_baby,5
stage1,rec_faa670c72b2560887b96,esc50_source:156581,not_baby,5
stage1,rec_ea5a320826769a5394f7,esc50_source:156581,not_baby,5
stage1,rec_9c008f4687459a0eaf88,esc50_source:158056,not_baby,5
stage1,rec_3928f66985c773466758,esc50_source:158056,not_baby,5
stage1,rec_7d3e42eb2282fbab765d,esc50_source:160993,not_baby,5
stage1,rec_cf453d067e7d718e3376,esc50_source:163288,not_baby,5
stage1,rec_8f45115492a92d1d110d,esc50_source:163727,not_baby,5
stage1,rec_54b636671f7dc8136781,esc50_source:164595,not_baby,5
stage1,rec_b470af92d9f74bfa0dfd,esc50_source:166326,not_baby,5
stage1,rec_0ae9f03bf815e9c14861,esc50_source:167096,not_baby,5
stage1,rec_e5b8ee258c3acda3f1ef,esc50_source:169907,not_baby,5
stage1,rec_f5fbe61fbe2bad35d9a1,esc50_source:170312,not_baby,5
stage1,rec_dbe7ee0ae892aa3c42b8,esc50_source:170383,not_baby,5
stage1,rec_1b3c91c70e9a44b0a31e,esc50_source:180147,not_baby,5
stage1,rec_73f8b85df287c86404f5,esc50_source:181278,not_baby,5
stage1,rec_a43adbfe023e2bb0c30b,esc50_source:182710,not_baby,5
stage1,rec_5b3771d40eafda369135,esc50_source:182710,not_baby,5
stage1,rec_5250464f1affd6402394,esc50_source:187549,not_baby,5
stage1,rec_a029013bfe6b20a3afde,esc50_source:187549,not_baby,5
stage1,rec_944e423e6fb108e4e304,esc50_source:216280,not_baby,5
stage1,rec_260a7ca2f5c748111c51,esc50_source:87936,not_baby,5
stage1,rec_b73a4ff97bca39c5fd7a,esc50_source:87936,not_baby,5
stage1,rec_8ae3362b60e1b35b8fb2,esc50_source:95697,not_baby,5
stage1,rec_5f5a69b267366afe7ed0,esc50_source:98771,not_baby,5
stage1,rec_7660c8dddfd5f5aff244,esc50_source:102844,not_baby,5
stage1,rec_bc4d94f2d88ab0a6dce2,esc50_source:102844,not_baby,5
stage1,rec_9e3887e959ce8dd05475,esc50_source:102844,not_baby,5
stage1,rec_e551e3890d723eddad6a,esc50_source:107122,not_baby,5
stage1,rec_319f042124ef562d80cc,esc50_source:108352,not_baby,5
stage1,rec_ae0d4b93c897f536a6ac,esc50_source:119720,not_baby,5
stage1,rec_bc5de0858e15b9c7ad81,esc50_source:125071,not_baby,5
stage1,rec_252794b8e0bbf46e7b85,esc50_source:132803,not_baby,5
stage1,rec_6a78528364488a4515fa,esc50_source:133895,not_baby,5
stage1,rec_1dccb5e6730776079fdd,esc50_source:144083,not_baby,5
stage1,rec_b49d9d9bbd8c7925e10a,esc50_source:144083,not_baby,5
stage1,rec_adb7da0c595f4623066d,esc50_source:144083,not_baby,5
stage1,rec_8901ead10aaa7832a540,esc50_source:145006,not_baby,5
stage1,rec_e2cc6122f2b17b14f2f6,esc50_source:145081,not_baby,5
stage1,rec_07e5c16d9c69990e641e,esc50_source:150364,not_baby,5
stage1,rec_52b4c6a3ce74d27f49c3,esc50_source:150364,not_baby,5
stage1,rec_797cc4ddf85dd13b63a1,esc50_source:157297,not_baby,5
stage1,rec_7baf2d47a6e96b4fe7f1,esc50_source:159609,not_baby,5
stage1,rec_076b191e9c7bf26a027c,esc50_source:159609,not_baby,5
stage1,rec_de9ab45552925bf2e2f8,esc50_source:161303,not_baby,5
stage1,rec_b8e509590191124f71c3,esc50_source:161303,not_baby,5
stage1,rec_92910d7fa36fdb3795e1,esc50_source:171823,not_baby,5
stage1,rec_b10b73eb518e1bc12d09,esc50_source:172143,not_baby,5
stage1,rec_2f6f15d0173680ab09ec,esc50_source:172180,not_baby,5
stage1,rec_d4b4e52fc73e0dcce49b,esc50_source:172734,not_baby,5
stage1,rec_4892354430a466094061,esc50_source:172742,not_baby,5
stage1,rec_7b246b8a43d75c97468b,esc50_source:175856,not_baby,5
stage1,rec_74baaa6a6c34c29a69ca,esc50_source:177243,not_baby,5
stage1,rec_2ceafe22b395b60cd297,esc50_source:178881,not_baby,5
stage1,rec_99395e5b5cee0279994b,esc50_source:181865,not_baby,5
stage1,rec_096727b166bcd38ad9db,esc50_source:182034,not_baby,5
stage1,rec_3d078b218f4a744535d1,esc50_source:182368,not_baby,5
stage1,rec_c1c6178dcbeed33ad3f1,esc50_source:186518,not_baby,5
stage1,rec_9fe91fdbc057ac3433b2,esc50_source:187769,not_baby,5
stage1,rec_6f007a2232c48c709536,esc50_source:187769,not_baby,5
stage1,rec_298102c2433d667b3c8e,esc50_source:188287,not_baby,5
stage1,rec_aab37c01751a19fd1ae4,esc50_source:188878,not_baby,5
stage1,rec_40636b10f16e3213eeee,esc50_source:189836,not_baby,5
stage1,rec_0dbd24719bd3ebb75390,esc50_source:193480,not_baby,5
stage1,rec_c9521f348f602caa1544,esc50_source:193480,not_baby,5
stage1,rec_4aeaf3a5f8f105493ff3,esc50_source:194680,not_baby,5
stage1,rec_a727b77ca5eab6e155b9,esc50_source:195305,not_baby,5
stage1,rec_e369a36f9bdbe6ff2cf6,esc50_source:198025,not_baby,5
stage1,rec_709447b2d6463c8f3754,esc50_source:198360,not_baby,5
stage1,rec_e66c77ced0dbd6ba1891,esc50_source:198360,not_baby,5
stage1,rec_23200559718f50ad8f4a,esc50_source:198360,not_baby,5
stage1,rec_846ab9c452c4d3b71be8,esc50_source:204121,not_baby,5
stage1,rec_e7ee858c726513ce5685,esc50_source:204618,not_baby,5
stage1,rec_7685388015113f61defd,esc50_source:204684,not_baby,5
stage1,rec_a9f0950792bcadd77696,esc50_source:207124,not_baby,5
stage1,rec_8d2c36fce51f2af8cae2,esc50_source:251645,not_baby,5
stage1,rec_9c814677f22b3ad89f2b,esc50_source:251645,not_baby,5
stage1,rec_37cfb83a12564c893506,esc50_source:103422,not_baby,5
stage1,rec_9eca567ea73c98e41738,esc50_source:117773,not_baby,5
stage1,rec_67f70b19a0e492ef73d4,esc50_source:127990,not_baby,5
stage1,rec_84eab765d2639fe2054a,esc50_source:150409,not_baby,5
stage1,rec_dfc15119f1dc44f7923b,esc50_source:179863,not_baby,5
stage1,rec_2c5346bfeca5ac51dd75,esc50_source:185579,not_baby,5
stage1,rec_9d91e342ad47193e0d16,esc50_source:185579,not_baby,5
stage1,rec_e94487b2c5556a4707e2,esc50_source:186924,not_baby,5
stage1,rec_996dbdb317e5e15d13fe,esc50_source:188655,not_baby,5
stage1,rec_9c520375e46cc586f0ce,esc50_source:191131,not_baby,5
stage1,rec_55036fa2aca38f170dda,esc50_source:191497,not_baby,5
stage1,rec_af3e8f7db7d8a6a0ccdb,esc50_source:195517,not_baby,5
stage1,rec_987f5908ee152f1ae0ee,esc50_source:197118,not_baby,5
stage1,rec_2daba7432d2b901fcead,esc50_source:200461,not_baby,5
stage1,rec_760daf2f37491924203a,esc50_source:200461,not_baby,5
stage1,rec_deba7fb63d2b78003606,esc50_source:201170,not_baby,5
stage1,rec_19abf69680c4281bf2ec,esc50_source:202020,not_baby,5
stage1,rec_fa4c690ae958e1bc5f12,esc50_source:202795,not_baby,5
stage1,rec_0e496cfa3431fac510b3,esc50_source:203128,not_baby,5
stage1,rec_c35693481a6d01405991,esc50_source:203128,not_baby,5
stage1,rec_b3cd47c10f54fe93a5bf,esc50_source:207836,not_baby,5
stage1,rec_6f7eda4d6851e6b0b2fb,esc50_source:207836,not_baby,5
stage1,rec_5b1162612c963fb5a3e4,esc50_source:207836,not_baby,5
stage1,rec_3e3ce377aaf4306e9c4a,esc50_source:207836,not_baby,5
stage1,rec_bff9a1ac3b4f100b2a77,esc50_source:212050,not_baby,5
stage1,rec_735bccd00759aa8b5658,esc50_source:212054,not_baby,5
stage1,rec_239e5234efdb0e7aa4e2,esc50_source:212736,not_baby,5
stage1,rec_67824a6d6190e537eaa7,esc50_source:213077,not_baby,5
stage1,rec_a96c95617ed5f6c02761,esc50_source:215005,not_baby,5
stage1,rec_f34d259eb3dd0fca8400,esc50_source:217158,not_baby,5
stage1,rec_62e0b07df2bfccf62589,esc50_source:218981,not_baby,5
